room_id,host_id,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,last_modified
12087805,1740785,Entire home/apt,Oud Oost,1,0,6,3,305,12/28/16
3854814,16054765,Entire home/apt,De Pijp / Rivierenbuurt,44,4.5,4,2,242,12/28/16
12574617,19669817,Entire home/apt,De Pijp / Rivierenbuurt,0,0,2,3,215,12/28/16
8074637,7428336,Entire home/apt,De Pijp / Rivierenbuurt,1,0,2,1,268,12/28/16
15755398,20390133,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,215,12/28/16
14833055,14114810,Entire home/apt,De Pijp / Rivierenbuurt,1,0,6,3,215,12/28/16
7896910,25207284,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,307,12/28/16
7177764,17205525,Entire home/apt,De Pijp / Rivierenbuurt,15,4.5,4,2,269,12/28/16
3039147,2713572,Entire home/apt,De Pijp / Rivierenbuurt,12,5,4,2,302,12/28/16
16387010,13405827,Entire home/apt,De Pijp / Rivierenbuurt,0,0,3,2,269,12/28/16
2441148,12479183,Entire home/apt,De Pijp / Rivierenbuurt,16,5,2,1,215,12/28/16
13168032,14321898,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,259,12/28/16
4148155,8985705,Entire home/apt,De Pijp / Rivierenbuurt,3,5,2,1,215,12/28/16
16439392,87034228,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,285,12/28/16
137026,670266,Entire home/apt,De Pijp / Rivierenbuurt,58,5,6,3,280,12/28/16
7812285,41127172,Entire home/apt,Noord-West / Noord-Midden,7,4.5,4,2,268,12/28/16
12552582,68035327,Entire home/apt,Noord-West / Noord-Midden,3,5,3,1,242,12/28/16
11350333,2452692,Entire home/apt,De Baarsjes / Oud West,3,5,6,3,259,12/28/16
6946461,5414086,Entire home/apt,De Baarsjes / Oud West,8,4,4,1,210,12/28/16
1262157,6873206,Entire home/apt,Noord-West / Noord-Midden,18,5,5,3,210,12/28/16
3164821,1362934,Entire home/apt,Noord-West / Noord-Midden,0,0,4,2,297,12/28/16
15545465,86881502,Entire home/apt,De Baarsjes / Oud West,0,0,5,2,247,12/28/16
15575821,19639950,Entire home/apt,De Baarsjes / Oud West,0,0,4,2,215,12/28/16
4697359,24283793,Entire home/apt,De Baarsjes / Oud West,41,4.5,4,3,242,12/28/16
8331471,6999042,Entire home/apt,Noord-West / Noord-Midden,3,4.5,4,2,214,12/28/16
13671250,25299634,Entire home/apt,De Baarsjes / Oud West,6,4.5,4,2,269,12/28/16
10853963,2241489,Entire home/apt,De Pijp / Rivierenbuurt,9,5,4,2,297,12/28/16
6734445,11858880,Entire home/apt,De Pijp / Rivierenbuurt,3,5,6,3,297,12/28/16
15105222,95663650,Entire home/apt,Centrum Oost,1,0,4,1,214,12/28/16
15766008,101091449,Entire home/apt,De Pijp / Rivierenbuurt,0,0,3,2,297,12/28/16
599669,2966215,Entire home/apt,De Pijp / Rivierenbuurt,84,5,4,1,215,12/28/16
4670406,23957347,Entire home/apt,De Baarsjes / Oud West,8,5,4,2,302,12/28/16
6455008,4529208,Entire home/apt,De Baarsjes / Oud West,6,5,4,4,280,12/28/16
357980,1811745,Entire home/apt,De Baarsjes / Oud West,45,5,6,4,264,12/28/16
4763419,3913240,Entire home/apt,De Baarsjes / Oud West,21,5,2,1,214,12/28/16
1030977,5673816,Entire home/apt,Westerpark,13,5,2,1,259,12/28/16
390894,1954555,Entire home/apt,Centrum West,33,5,3,1,242,12/28/16
4869956,7908960,Entire home/apt,Westerpark,1,0,4,2,242,12/28/16
13062251,23018974,Entire home/apt,De Baarsjes / Oud West,10,5,4,2,215,12/28/16
2769757,12891081,Entire home/apt,Centrum West,22,5,4,3,297,12/28/16
3913912,20269251,Entire home/apt,Centrum West,12,5,2,1,210,12/28/16
2306728,11781482,Entire home/apt,Centrum West,15,5,4,2,215,12/28/16
10844139,56163785,Entire home/apt,Centrum West,3,5,2,1,253,12/28/16
4513717,6392210,Entire home/apt,Centrum West,25,5,2,1,237,12/28/16
3697011,18832545,Entire home/apt,Centrum Oost,44,5,4,1,215,12/28/16
741398,3880042,Entire home/apt,Centrum West,24,5,3,1,215,12/28/16
7270344,37992411,Entire home/apt,De Baarsjes / Oud West,9,4,4,2,269,12/28/16
16091449,39692636,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,215,12/28/16
9108733,11582824,Entire home/apt,Centrum West,3,4.5,6,2,269,12/28/16
7685403,5723775,Entire home/apt,Centrum West,4,5,2,1,280,12/28/16
815872,4225603,Entire home/apt,De Pijp / Rivierenbuurt,26,5,4,3,297,12/28/16
6026663,31280006,Entire home/apt,De Baarsjes / Oud West,13,5,5,3,247,12/28/16
650125,3265028,Entire home/apt,Noord-West / Noord-Midden,50,5,4,2,232,12/28/16
9586659,49621353,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,232,12/28/16
12974828,31284365,Entire home/apt,De Baarsjes / Oud West,3,4.5,4,3,269,12/28/16
495862,2449055,Entire home/apt,De Baarsjes / Oud West,10,5,4,2,242,12/28/16
16141714,92222686,Entire home/apt,Noord-West / Noord-Midden,0,0,5,3,242,12/28/16
15206859,93714652,Entire home/apt,De Pijp / Rivierenbuurt,3,4,5,1,215,12/28/16
6129487,31209126,Entire home/apt,Centrum West,7,4,6,1,214,12/28/16
7386740,13475201,Entire home/apt,De Pijp / Rivierenbuurt,15,5,3,1,215,12/28/16
8976034,6915637,Entire home/apt,De Pijp / Rivierenbuurt,2,0,8,3,215,12/28/16
8434745,44411468,Entire home/apt,Centrum Oost,27,4.5,3,1,227,12/28/16
9468170,48010411,Entire home/apt,Centrum Oost,2,0,4,2,210,12/28/16
13308161,13405827,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,3,242,12/28/16
14135645,30445609,Entire home/apt,Centrum West,4,5,8,3,264,12/28/16
6650939,11964763,Entire home/apt,Centrum Oost,0,0,4,1,215,12/28/16
3845840,7102103,Entire home/apt,Oud Oost,1,0,4,2,236,12/28/16
10539146,930974,Entire home/apt,Centrum Oost,0,0,4,2,269,12/28/16
2053837,2542307,Entire home/apt,Oud Oost,0,0,2,2,242,12/28/16
9808608,39318486,Entire home/apt,De Pijp / Rivierenbuurt,25,5,4,2,269,12/28/16
7005410,34197767,Entire home/apt,De Pijp / Rivierenbuurt,3,4,4,2,242,12/28/16
15403401,56381474,Entire home/apt,Centrum Oost,0,0,5,3,264,12/28/16
3204411,16237464,Entire home/apt,Centrum Oost,16,5,4,2,269,12/28/16
1999590,7417451,Entire home/apt,Centrum Oost,4,5,4,2,210,12/28/16
2348960,11994755,Entire home/apt,Centrum Oost,3,4.5,2,1,215,12/28/16
16225207,1592828,Entire home/apt,Centrum Oost,0,0,2,1,307,12/28/16
184666,823948,Entire home/apt,Centrum Oost,31,4.5,2,1,221,12/28/16
4336950,9407055,Entire home/apt,Centrum Oost,38,4.5,4,2,230,12/28/16
12550957,38907413,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,247,12/28/16
6149310,3100157,Entire home/apt,De Pijp / Rivierenbuurt,8,5,4,2,214,12/28/16
8637530,11700829,Entire home/apt,Centrum Oost,0,0,2,1,242,12/28/16
15770508,101982865,Entire home/apt,De Pijp / Rivierenbuurt,1,0,8,4,237,12/28/16
11887436,1324659,Entire home/apt,De Pijp / Rivierenbuurt,28,5,4,3,269,12/28/16
12384519,60752847,Entire home/apt,Noord-West / Noord-Midden,2,0,5,3,268,12/28/16
16490721,39046259,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,210,12/28/16
306852,1141485,Entire home/apt,Centrum Oost,2,0,4,2,210,12/28/16
16371859,107106376,Entire home/apt,Centrum Oost,0,0,4,2,213,12/28/16
6352898,33096458,Entire home/apt,Centrum Oost,25,5,4,3,213,12/28/16
909221,4875490,Entire home/apt,Centrum Oost,26,5,4,2,242,12/28/16
5711389,11415754,Entire home/apt,De Pijp / Rivierenbuurt,15,5,4,2,215,12/28/16
13920173,63055686,Entire home/apt,Noord-West / Noord-Midden,1,0,4,3,242,12/28/16
8176071,11566437,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,215,12/28/16
5427607,28154037,Entire home/apt,De Pijp / Rivierenbuurt,11,5,6,3,227,12/28/16
3495139,6999042,Entire home/apt,Noord-West / Noord-Midden,2,0,4,4,242,12/28/16
16307129,13405827,Entire home/apt,Centrum Oost,0,0,2,1,215,12/28/16
3173128,15503879,Entire home/apt,Noord-West / Noord-Midden,15,4.5,2,1,215,12/28/16
3505002,11029234,Entire home/apt,Noord-West / Noord-Midden,3,4.5,4,3,210,12/28/16
16485947,39330138,Entire home/apt,Noord-West / Noord-Midden,0,0,2,1,215,12/28/16
15749249,7839736,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,215,12/28/16
12849288,24751216,Entire home/apt,De Pijp / Rivierenbuurt,0,0,2,1,215,12/28/16
14825069,70659748,Entire home/apt,De Pijp / Rivierenbuurt,1,0,2,1,297,12/28/16
4108615,21316248,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,268,12/28/16
13092845,72689311,Entire home/apt,Centrum Oost,9,4.5,4,1,215,12/28/16
3280939,16582432,Entire home/apt,Noord-West / Noord-Midden,12,5,5,3,307,12/28/16
15771567,101992039,Entire home/apt,De Baarsjes / Oud West,0,0,4,2,269,12/28/16
3850974,2296088,Entire home/apt,De Pijp / Rivierenbuurt,20,5,4,2,227,12/28/16
9782100,50426260,Entire home/apt,De Pijp / Rivierenbuurt,5,4.5,4,2,269,12/28/16
3420396,10726948,Entire home/apt,De Pijp / Rivierenbuurt,110,5,4,3,236,12/28/16
2754854,11415793,Entire home/apt,Noord-West / Noord-Midden,54,4.5,5,1,224,12/28/16
7557255,3744858,Entire home/apt,Centrum Oost,10,5,4,2,294,12/28/16
5771715,8489417,Entire home/apt,Noord-West / Noord-Midden,69,4.5,4,1,235,12/28/16
451408,1739359,Entire home/apt,De Pijp / Rivierenbuurt,24,5,4,3,215,12/28/16
9249635,38245513,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,237,12/28/16
575603,2830952,Entire home/apt,Centrum Oost,3,4.5,8,4,227,12/28/16
16505914,10709991,Entire home/apt,Noord-West / Noord-Midden,0,0,3,1,215,12/28/16
13449044,2939531,Entire home/apt,De Pijp / Rivierenbuurt,5,5,4,2,214,12/28/16
4229179,6999042,Entire home/apt,Centrum Oost,0,0,5,3,214,12/28/16
13383936,48703385,Entire home/apt,Noord-West / Noord-Midden,2,0,4,3,215,12/28/16
13011477,71788459,Entire home/apt,De Baarsjes / Oud West,3,5,4,2,259,12/28/16
1079184,5935980,Entire home/apt,Centrum Oost,13,5,2,1,259,12/28/16
5755931,7345602,Entire home/apt,De Pijp / Rivierenbuurt,32,4.5,4,2,269,12/28/16
13837554,81630654,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,3,269,12/28/16
3470459,14626841,Entire home/apt,De Pijp / Rivierenbuurt,93,4.5,4,2,232,12/28/16
6895794,7278134,Entire home/apt,De Pijp / Rivierenbuurt,35,5,6,3,269,12/28/16
14684865,34805573,Entire home/apt,Noord-West / Noord-Midden,8,5,4,2,237,12/28/16
12351923,66705909,Entire home/apt,De Pijp / Rivierenbuurt,58,5,6,2,210,12/28/16
8876071,14150525,Entire home/apt,De Pijp / Rivierenbuurt,8,5,4,2,215,12/28/16
14412467,67877082,Entire home/apt,Noord-West / Noord-Midden,5,5,2,1,215,12/28/16
2435226,11751874,Entire home/apt,De Pijp / Rivierenbuurt,127,4.5,6,2,237,12/28/16
5370072,6999042,Entire home/apt,Noord-West / Noord-Midden,0,0,4,4,268,12/28/16
12774070,15728946,Entire home/apt,De Pijp / Rivierenbuurt,8,5,4,2,215,12/28/16
12399508,67046252,Entire home/apt,De Pijp / Rivierenbuurt,2,0,4,2,289,12/28/16
6389589,8558897,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,232,12/28/16
10511167,10988702,Entire home/apt,De Pijp / Rivierenbuurt,5,4.5,4,2,269,12/28/16
10843464,56161974,Entire home/apt,Centrum Oost,42,4.5,6,2,215,12/28/16
1514368,3899684,Entire home/apt,Centrum Oost,4,5,4,0,215,12/28/16
6389312,8558897,Entire home/apt,De Pijp / Rivierenbuurt,5,4,4,2,232,12/28/16
8931496,27317569,Entire home/apt,Noord-West / Noord-Midden,24,4.5,4,2,215,12/28/16
13627592,48703385,Entire home/apt,Centrum Oost,1,0,4,3,242,12/28/16
6393072,8558897,Entire home/apt,De Pijp / Rivierenbuurt,10,3.5,4,2,242,12/28/16
14460110,56476635,Entire home/apt,De Pijp / Rivierenbuurt,7,4.5,6,3,269,12/28/16
15644183,100926796,Entire home/apt,De Pijp / Rivierenbuurt,4,5,4,2,214,12/28/16
9722179,49925703,Entire home/apt,De Pijp / Rivierenbuurt,9,4.5,6,3,297,12/28/16
4011691,20800124,Entire home/apt,Noord-West / Noord-Midden,13,4.5,4,2,210,12/28/16
10602768,6999042,Entire home/apt,Centrum Oost,8,4,4,2,268,12/28/16
14073494,84545491,Entire home/apt,De Pijp / Rivierenbuurt,0,0,6,3,242,12/28/16
15995748,32894057,Entire home/apt,Centrum Oost,0,0,4,2,245,12/28/16
15940699,21706443,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,215,12/28/16
6442389,4909610,Entire home/apt,De Pijp / Rivierenbuurt,9,5,4,2,215,12/28/16
1726520,9099034,Entire home/apt,Centrum Oost,0,0,3,2,237,12/28/16
11101667,57658307,Entire home/apt,Watergraafsmeer,0,0,4,2,242,12/28/16
7041442,3325489,Entire home/apt,De Pijp / Rivierenbuurt,20,4.5,4,1,242,12/28/16
15556709,16946546,Entire home/apt,Oud Oost,0,0,4,2,236,12/28/16
1044448,5750100,Entire home/apt,Centrum Oost,26,4.5,4,4,307,12/28/16
7167087,3996057,Entire home/apt,Oud Oost,18,5,4,2,210,12/28/16
8964889,12088138,Entire home/apt,Oud Oost,0,0,4,4,242,12/28/16
13008911,5948257,Entire home/apt,Oud Oost,0,0,4,2,297,12/28/16
7039927,36913509,Entire home/apt,Oud Oost,10,5,5,3,215,12/28/16
6435304,33592230,Entire home/apt,Watergraafsmeer,2,0,5,4,210,12/28/16
9631811,20140583,Entire home/apt,De Pijp / Rivierenbuurt,0,0,10,5,269,12/28/16
1387233,7504571,Entire home/apt,De Pijp / Rivierenbuurt,5,5,3,2,269,12/28/16
4547876,6734439,Entire home/apt,De Pijp / Rivierenbuurt,3,5,6,3,276,12/28/16
14894622,12378207,Entire home/apt,De Pijp / Rivierenbuurt,0,0,2,1,253,12/28/16
294468,1509881,Entire home/apt,Centrum Oost,9,4.5,4,1,207,12/28/16
12319764,64076052,Entire home/apt,Oud Oost,17,5,4,1,211,12/28/16
1261457,6870489,Entire home/apt,Centrum Oost,6,4.5,7,3,237,12/28/16
3583322,16274382,Entire home/apt,Oud Oost,22,4.5,5,2,215,12/28/16
4515109,3430410,Entire home/apt,Centrum Oost,17,4.5,4,2,302,12/28/16
11843358,24279237,Entire home/apt,Oud Oost,0,0,4,3,297,12/28/16
7850669,41369159,Entire home/apt,Centrum Oost,3,5,4,2,215,12/28/16
9075999,5470478,Entire home/apt,Watergraafsmeer,2,0,4,4,215,12/28/16
14173835,48703385,Entire home/apt,Oud Oost,0,0,4,1,215,12/28/16
14544313,88648628,Entire home/apt,Centrum Oost,6,5,4,1,269,12/28/16
12341415,46578743,Entire home/apt,Oud Oost,0,0,6,3,210,12/28/16
4260708,3314081,Entire home/apt,Oud Oost,12,4.5,4,2,264,12/28/16
6390755,21761516,Entire home/apt,Oud Oost,6,5,3,2,214,12/28/16
3203283,3774941,Entire home/apt,Centrum Oost,10,5,4,2,242,12/28/16
15417929,90651956,Entire home/apt,Oud Oost,0,0,4,2,269,12/28/16
1162769,6368949,Entire home/apt,Oud Oost,2,0,4,2,237,12/28/16
4696241,24279237,Entire home/apt,De Pijp / Rivierenbuurt,85,5,8,3,213,12/28/16
14400842,49079659,Entire home/apt,Oud Oost,1,0,2,1,215,12/28/16
11962344,28044441,Entire home/apt,Oud Oost,2,0,3,1,215,12/28/16
9569885,49543360,Entire home/apt,Oud Oost,0,0,2,1,268,12/28/16
5260611,8526227,Entire home/apt,Oud Oost,7,5,4,2,242,12/28/16
12330631,2941833,Entire home/apt,Oud Oost,12,4.5,4,2,269,12/28/16
16252211,94787319,Entire home/apt,Oud Oost,0,0,2,1,215,12/28/16
13468752,10388195,Entire home/apt,Oud Oost,1,0,6,3,269,12/28/16
13169294,56203376,Entire home/apt,Watergraafsmeer,4,5,4,3,210,12/28/16
3169246,16075904,Entire home/apt,Oud Oost,47,5,4,2,237,12/28/16
3155756,2888590,Entire home/apt,Oud Oost,32,5,2,1,210,12/28/16
13987005,2637212,Entire home/apt,Oud Oost,0,0,4,3,215,12/28/16
191045,923690,Entire home/apt,Watergraafsmeer,37,4.5,4,2,227,12/28/16
12968080,14179431,Entire home/apt,Oud Oost,7,4.5,4,2,279,12/28/16
13553109,78047034,Entire home/apt,Oud Oost,7,4,4,3,302,12/28/16
16065634,417377,Entire home/apt,Oud Oost,1,0,4,2,215,12/28/16
796683,3732811,Entire home/apt,De Baarsjes / Oud West,3,4.5,6,2,242,12/28/16
9541147,18946887,Entire home/apt,De Baarsjes / Oud West,5,5,5,2,215,12/28/16
14897891,892550,Entire home/apt,Westerpark,1,0,5,3,258,12/28/16
14847904,12856622,Entire home/apt,De Baarsjes / Oud West,1,0,4,2,242,12/28/16
2132517,10881230,Entire home/apt,De Baarsjes / Oud West,20,5,4,2,237,12/28/16
9874608,15074907,Entire home/apt,De Baarsjes / Oud West,1,0,4,4,269,12/28/16
1106910,6077155,Entire home/apt,De Pijp / Rivierenbuurt,12,5,4,3,215,12/28/16
14247782,11500008,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,215,12/28/16
2559093,13101127,Entire home/apt,De Baarsjes / Oud West,12,5,4,3,227,12/28/16
15764461,2863837,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,3,214,12/28/16
14657493,4493980,Entire home/apt,Watergraafsmeer,0,0,6,3,215,12/28/16
660856,3336575,Entire home/apt,Watergraafsmeer,22,4.5,6,5,215,12/28/16
15001666,25054761,Entire home/apt,Watergraafsmeer,2,0,4,2,269,12/28/16
10509310,2193869,Entire home/apt,Watergraafsmeer,0,0,5,4,269,12/28/16
4530308,13572361,Entire home/apt,Watergraafsmeer,11,5,6,3,297,12/28/16
6089620,19639605,Entire home/apt,Watergraafsmeer,0,0,5,3,215,12/28/16
2535918,12986027,Entire home/apt,Watergraafsmeer,1,0,5,4,215,12/28/16
13219341,37062061,Entire home/apt,Watergraafsmeer,9,5,4,3,236,12/28/16
15338181,75206611,Entire home/apt,Noord-West / Noord-Midden,0,0,4,1,214,12/28/16
1843945,9634146,Entire home/apt,Centrum Oost,9,5,4,2,215,12/28/16
6081868,31568045,Entire home/apt,Ijburg / Eiland Zeeburg,13,5,6,4,227,12/28/16
2692643,12071722,Entire home/apt,Ijburg / Eiland Zeeburg,3,5,6,4,215,12/28/16
11563135,10144440,Entire home/apt,Ijburg / Eiland Zeeburg,8,5,7,4,215,12/28/16
8024252,2835555,Entire home/apt,Ijburg / Eiland Zeeburg,1,0,4,1,210,12/28/16
12538536,21116280,Entire home/apt,Ijburg / Eiland Zeeburg,4,5,4,4,242,12/28/16
14668063,91056980,Entire home/apt,Ijburg / Eiland Zeeburg,2,0,6,3,210,12/28/16
14278229,5000566,Entire home/apt,De Pijp / Rivierenbuurt,4,5,4,3,214,12/28/16
11274843,58874313,Entire home/apt,De Pijp / Rivierenbuurt,11,5,4,2,215,12/28/16
3725848,17536903,Entire home/apt,De Pijp / Rivierenbuurt,20,5,4,2,213,12/28/16
12004619,64195250,Entire home/apt,De Pijp / Rivierenbuurt,0,0,4,2,215,12/28/16
9461142,49027449,Entire home/apt,Watergraafsmeer,6,4.5,4,3,215,12/28/16
591951,2580855,Entire home/apt,Bijlmer Oost,29,5,5,3,269,12/28/16
9188521,29968916,Entire home/apt,De Pijp / Rivierenbuurt,14,5,4,2,227,12/28/16
12532033,2912814,Entire home/apt,Oostelijk Havengebied / Indische Buurt,0,0,5,3,269,12/28/16
9353727,4178937,Entire home/apt,Ijburg / Eiland Zeeburg,2,0,4,2,237,12/28/16
12109902,21115259,Entire home/apt,Slotervaart,2,0,4,2,264,12/28/16
14598729,81786297,Entire home/apt,Osdorp,1,0,4,3,297,12/28/16
4008886,19369114,Entire home/apt,Geuzenveld / Slotermeer,22,4.5,4,2,269,12/28/16
9599927,4055109,Entire home/apt,De Baarsjes / Oud West,1,0,2,2,215,12/28/16
5582668,28946704,Entire home/apt,Noord-West / Noord-Midden,14,5,4,3,208,12/28/16
14314031,13287771,Entire home/apt,Noord-West / Noord-Midden,1,0,4,1,215,12/28/16
15978473,7312462,Entire home/apt,Osdorp,2,0,6,2,215,12/28/16
2463922,12599696,Entire home/apt,Noord-West / Noord-Midden,14,4.5,6,4,280,12/28/16
5965687,30967831,Entire home/apt,De Baarsjes / Oud West,1,0,2,1,215,12/28/16
11876707,63326612,Entire home/apt,Noord-West / Noord-Midden,6,4.5,6,4,215,12/28/16
13740610,6325527,Entire home/apt,Noord-West / Noord-Midden,4,5,4,3,210,12/28/16
6400291,17721737,Entire home/apt,Noord-West / Noord-Midden,16,5,4,2,220,12/28/16
1512777,4272620,Entire home/apt,De Baarsjes / Oud West,19,5,6,2,269,12/28/16
13942947,10804151,Entire home/apt,Bos en Lommer,0,0,4,2,215,12/28/16
9588180,2607191,Entire home/apt,Slotervaart,3,5,2,1,264,12/28/16
16445458,5560205,Entire home/apt,Slotervaart,0,0,5,2,215,12/28/16
31080,133488,Entire home/apt,Noord-West / Noord-Midden,22,4.5,4,3,259,12/28/16
5218782,27000264,Entire home/apt,Slotervaart,10,4.5,4,2,215,12/28/16
3770422,7760238,Entire home/apt,De Baarsjes / Oud West,32,4.5,4,2,261,12/28/16
14085325,48703385,Entire home/apt,Noord-West / Noord-Midden,0,0,4,2,307,12/28/16
7250295,37963574,Entire home/apt,Noord-West / Noord-Midden,0,0,2,1,242,12/28/16
4516506,4373419,Entire home/apt,Bos en Lommer,10,5,4,2,216,12/28/16
1916430,9937967,Entire home/apt,Slotervaart,25,5,6,3,210,12/28/16
16186980,70439016,Entire home/apt,Slotervaart,0,0,5,0,297,12/28/16
15194266,96475477,Entire home/apt,Slotervaart,3,4,5,3,242,12/28/16
16293322,20727529,Entire home/apt,Bos en Lommer,0,0,6,2,215,12/28/16
3043910,15500663,Entire home/apt,De Baarsjes / Oud West,1,0,6,3,215,12/28/16
1367224,7417856,Entire home/apt,Noord-West / Noord-Midden,0,0,3,2,242,12/28/16
1565895,8329090,Entire home/apt,Noord-West / Noord-Midden,1,0,6,4,242,12/28/16
13537270,77861203,Entire home/apt,De Baarsjes / Oud West,10,4.5,4,1,215,12/28/16
5391344,7641135,Entire home/apt,De Baarsjes / Oud West,9,5,3,2,215,12/28/16
12103863,31031995,Entire home/apt,Noord-West / Noord-Midden,0,0,4,3,297,12/28/16
10555332,28621583,Entire home/apt,Noord-West / Noord-Midden,1,0,4,3,269,12/28/16
5125359,26491938,Entire home/apt,Noord-West / Noord-Midden,5,5,4,3,297,12/28/16
12879304,22714135,Entire home/apt,Noord-West / Noord-Midden,2,0,6,5,232,12/28/16
13656065,15291456,Entire home/apt,Noord-West / Noord-Midden,1,0,2,1,215,12/28/16
4619263,3265979,Entire home/apt,Noord-West / Noord-Midden,20,5,4,2,269,12/28/16
3286765,7212428,Entire home/apt,Noord-West / Noord-Midden,22,5,6,3,227,12/28/16
1331893,7224365,Entire home/apt,Noord-West / Noord-Midden,3,4.5,4,5,269,12/28/16
1461255,7831648,Entire home/apt,Noord-West / Noord-Midden,17,5,4,1,214,12/28/16
15364868,98122716,Entire home/apt,Noord-West / Noord-Midden,3,4.5,4,2,215,12/28/16
3432883,5268852,Entire home/apt,Noord-West / Noord-Midden,6,5,4,2,214,12/28/16
14246050,517215,Entire home/apt,Noord-West / Noord-Midden,1,0,4,3,258,12/28/16
16204761,38764808,Entire home/apt,Noord-West / Noord-Midden,0,0,2,1,210,12/28/16
14634132,5491483,Entire home/apt,Noord-West / Noord-Midden,2,0,4,1,215,12/28/16
14866534,90585102,Entire home/apt,Noord-West / Noord-Midden,0,0,2,1,297,12/28/16
6698229,35061859,Entire home/apt,Noord-West / Noord-Midden,3,4.5,10,6,215,12/28/16
13636383,208915,Entire home/apt,Noord-West / Noord-Midden,1,0,2,1,210,12/28/16
8316241,42656189,Entire home/apt,Noord-West / Noord-Midden,4,5,4,2,215,12/28/16
1558627,8296118,Entire home/apt,Noord-West / Noord-Midden,18,5,6,4,268,12/28/16
12803920,29446363,Entire home/apt,De Baarsjes / Oud West,2,0,4,2,227,12/28/16
11755232,59178223,Entire home/apt,Noord-West / Noord-Midden,0,0,4,4,215,12/28/16
9932606,697463,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,215,12/28/16
4131697,14590304,Entire home/apt,De Pijp / Rivierenbuurt,7,5,8,4,269,12/28/16
7333495,2136677,Entire home/apt,De Pijp / Rivierenbuurt,2,0,6,3,215,12/28/16
12549908,17975563,Entire home/apt,Noord-West / Noord-Midden,5,5,8,4,280,12/28/16
5109079,26398990,Entire home/apt,De Pijp / Rivierenbuurt,1,0,4,2,215,12/28/16
16159577,81783992,Entire home/apt,De Pijp / Rivierenbuurt,0,0,6,3,215,12/28/16
4223002,21914885,Entire home/apt,De Pijp / Rivierenbuurt,22,4.5,4,2,215,12/28/16
1777092,9329996,Entire home/apt,De Pijp / Rivierenbuurt,20,4.5,4,3,215,12/28/16
12039992,11661424,Entire home/apt,Noord-West / Noord-Midden,7,4.5,4,4,210,12/28/16
3332625,16824850,Entire home/apt,De Baarsjes / Oud West,25,4.5,4,2,302,12/28/16
10590761,12051003,Entire home/apt,De Baarsjes / Oud West,11,4.5,6,4,215,12/28/16
55703,263214,Entire home/apt,Bos en Lommer,3,5,4,3,269,12/28/16
9234842,48001775,Entire home/apt,De Baarsjes / Oud West,2,0,4,4,247,12/28/16
14035460,55804109,Entire home/apt,De Baarsjes / Oud West,7,5,6,3,215,12/28/16
15562981,35440381,Entire home/apt,De Baarsjes / Oud West,0,0,4,2,269,12/28/16
16191551,3935788,Entire home/apt,De Baarsjes / Oud West,0,0,6,4,297,12/28/16
9021865,4761847,Entire home/apt,De Baarsjes / Oud West,0,0,4,3,269,12/28/16
14883807,12058167,Entire home/apt,De Baarsjes / Oud West,2,0,4,3,259,12/28/16
8880426,46470111,Entire home/apt,De Baarsjes / Oud West,1,0,4,2,227,12/28/16
4201169,20597798,Entire home/apt,De Baarsjes / Oud West,5,4.5,2,1,215,12/28/16
9008887,47042751,Entire home/apt,De Baarsjes / Oud West,3,5,2,1,215,12/28/16
5987585,1454274,Entire home/apt,De Baarsjes / Oud West,18,5,4,2,210,12/28/16
12140429,12110862,Entire home/apt,De Baarsjes / Oud West,5,4.5,6,3,302,12/28/16
4117591,21362049,Entire home/apt,De Baarsjes / Oud West,2,0,4,2,269,12/28/16
16052864,93105482,Entire home/apt,De Baarsjes / Oud West,0,0,5,3,215,12/28/16
13021905,71615933,Entire home/apt,De Baarsjes / Oud West,14,4.5,4,2,214,12/28/16
871511,2870532,Entire home/apt,De Baarsjes / Oud West,10,5,2,1,210,12/28/16
8349036,44004267,Entire home/apt,De Baarsjes / Oud West,0,0,2,1,269,12/28/16
14362598,2109872,Entire home/apt,De Baarsjes / Oud West,1,0,4,2,269,12/28/16
1410240,3232242,Entire home/apt,De Baarsjes / Oud West,16,5,4,1,208,12/28/16
16049764,34389828,Entire home/apt,De Baarsjes / Oud West,0,0,4,2,290,12/28/16
